token,offset,surprisal,openai_engine,model,id,created,string_id
 mo,96,5.7546334,ada,ada:2020-05-03,cmpl-4A6WjQyhvfuXjBuHym6muWreb1NqC,1638313717,1_1
ors,99,0.023007993,ada,ada:2020-05-03,cmpl-4A6WjQyhvfuXjBuHym6muWreb1NqC,1638313717,1_1
 as,102,7.159261,ada,ada:2020-05-03,cmpl-4A6WjQyhvfuXjBuHym6muWreb1NqC,1638313717,1_1
 high,105,3.153713,ada,ada:2020-05-03,cmpl-4A6WjQyhvfuXjBuHym6muWreb1NqC,1638313717,1_1
 as,110,0.049308058,ada,ada:2020-05-03,cmpl-4A6WjQyhvfuXjBuHym6muWreb1NqC,1638313717,1_1
 mountains,113,6.3266087,ada,ada:2020-05-03,cmpl-4A6WjQyhvfuXjBuHym6muWreb1NqC,1638313717,1_1
.,123,0.41473407,ada,ada:2020-05-03,cmpl-4A6WjQyhvfuXjBuHym6muWreb1NqC,1638313717,1_1
It,0,,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 is,2,2.0139318,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 in,5,4.762572,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 this,8,1.5670549,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 valley,13,9.310781,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 where,20,3.082921,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 you,26,3.6343026,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 would,30,4.572096,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 find,36,1.4508436,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 the,41,0.81853396,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 city,45,6.124623,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 of,50,0.39767396,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 Bradford,53,9.886006,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
",",62,0.9491933,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 where,63,3.0665045,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 once,69,5.9927635,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 a,74,3.0529158,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 thousand,76,3.9103472,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 spinning,85,14.0703,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 j,94,5.1815367,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
enn,96,2.1953766,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
ies,99,0.9464872,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 that,102,7.6336007,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 hum,107,9.254673,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
med,111,0.34949434,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 and,114,1.4662755,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 cl,118,4.6249957,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
attered,121,1.5546957,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 spun,128,7.7297173,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 wool,133,3.3854716,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 into,138,3.2996287,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 money,143,5.103872,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 for,149,2.758982,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 the,153,0.77112466,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 long,157,8.440746,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
-,162,1.4208136,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
be,163,5.27847,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
arded,165,1.228532,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 mill,170,4.147267,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
 owners,175,1.2718691,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
.,182,0.8658377,ada,ada:2020-05-03,cmpl-4A6WjkNBYgwG8FaSizIQaRnZBAI0d,1638313717,1_2
That,0,,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 all,4,6.4304786,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 mill,8,13.524546,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 owners,13,4.508883,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 were,20,3.4167495,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 generally,25,8.603884,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 busy,35,7.914177,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 as,40,4.955314,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 be,43,7.5239205,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
avers,46,1.1551218,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 and,51,2.669122,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 quite,55,8.082069,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 pleased,61,4.74034,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 with,69,0.89410144,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 themselves,74,3.9429154,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 for,85,1.9611335,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 being,89,3.0558212,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 so,95,1.4968092,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 successful,98,2.2030554,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 and,109,3.4517448,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 well,113,3.7173707,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 off,118,4.129636,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 was,122,8.977556,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 known,126,7.540664,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 to,132,2.0400493,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 the,135,1.7992028,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 residents,139,5.449231,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 of,149,0.74081814,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 Bradford,152,6.807267,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
",",161,2.140072,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 and,162,2.21463,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 if,166,5.375536,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 you,169,2.960559,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 were,173,2.1343887,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 to,178,2.6984262,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 go,181,2.392502,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 into,184,2.4554434,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 the,189,0.8083882,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 city,193,4.0376954,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 to,198,3.3861349,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 visit,201,2.5022295,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 the,207,1.7328422,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 state,211,9.4321785,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
ly,217,0.6129566,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 City,219,8.672993,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 Hall,224,0.34314302,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
",",229,1.1743312,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 you,230,0.8064921,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 would,234,0.35380402,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 see,240,1.7078001,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 there,244,5.32424,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 the,250,2.5766277,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 Crest,254,14.472976,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 of,260,0.39477056,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 the,263,1.5842733,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 City,267,3.0269415,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 of,272,1.9452307,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 Bradford,275,0.07597594,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
",",284,1.0850277,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 which,285,2.992747,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 those,291,8.576392,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 same,297,7.356564,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 mill,302,0.44240335,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 owners,307,0.12991011,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 created,314,7.1222715,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 to,322,2.9562218,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 celebrate,325,2.5886908,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 their,335,0.6820004,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
 achievements,341,3.1434026,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
.,354,0.67920417,ada,ada:2020-05-03,cmpl-4A6WjwH0CweyyPaRdWefNs9srwiW4,1638313717,1_3
It,0,,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 shows,2,8.088669,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 a,8,2.809701,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 sinister,10,9.5967655,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 looking,19,7.908008,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 bo,27,8.167786,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
ar,30,2.0158503,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
's,32,4.8044176,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 head,34,0.22042859,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 sitting,39,4.99097,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 on,47,0.6213904,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 top,50,2.5673919,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 of,54,0.04801132,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 a,57,0.47463977,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 well,59,6.8526835,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 which,64,6.440971,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 seems,70,4.137946,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 puzzling,76,10.153941,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 at,85,4.1835318,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 first,88,0.25420484,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
",",94,1.6459231,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 but,95,0.73574704,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 the,99,2.5751646,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 reason,103,4.7871513,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 for,110,1.8884358,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 this,114,1.1185598,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 symbol,119,8.156024,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 is,126,0.59394693,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 a,129,4.0221705,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 matter,131,4.4929733,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 of,138,0.0774139,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
 legend,141,5.5296836,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
.,148,0.4805896,ada,ada:2020-05-03,cmpl-4A6WjzpY5eVICOF8Qq5pnv1xwhllY,1638313717,1_4
There,0,,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 was,5,2.1843054,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 once,9,6.159076,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
",",14,4.348392,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 legend,15,11.549075,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 has,22,1.6157366,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 it,26,0.02528531,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
",",29,0.053130317,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 a,30,0.38207382,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 fearsome,32,8.741303,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 bo,41,6.421126,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
ar,44,0.19613135,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
",",46,2.996731,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 which,47,3.4968376,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 lived,53,3.1843705,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 in,59,0.62517226,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 a,62,1.3632152,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 wood,64,3.937598,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 located,69,7.2713017,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 just,77,4.1048083,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 outside,82,1.3740573,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 the,90,1.1029937,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 man,94,7.490319,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
or,98,0.02816939,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 of,100,1.2163293,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
 Bradford,103,9.778051,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
.,112,0.7960727,ada,ada:2020-05-03,cmpl-4A6WjYHFrr9valjGWv24qhcr55lwX,1638313717,1_5
A,0,,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 source,1,8.281363,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 of,8,1.6662235,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 great,11,4.858034,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 trouble,17,6.5849266,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 to,25,1.3320185,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 the,28,1.0190761,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 local,32,6.2017775,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 folk,38,7.588344,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 the,43,7.3208714,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 bo,47,9.538367,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
ar,50,1.6968496,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
 was,52,2.2966762,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
",",56,4.533518,ada,ada:2020-05-03,cmpl-4A6WjiHXpXW0BTUznr1Jes8pny9TN,1638313717,1_6
