token,offset,surprisal,model,string_id
the,169,1.607070803642273,openai-gpt,1_3
stately,172,8.703049659729004,openai-gpt,1_3
city,179,6.8935346603393555,openai-gpt,1_3
hall,183,1.5533665418624878,openai-gpt,1_3
",",187,1.3901512622833252,openai-gpt,1_3
you,188,0.843367874622345,openai-gpt,1_3
would,191,0.5195434093475342,openai-gpt,1_3
see,196,2.1269631385803223,openai-gpt,1_3
there,199,4.756437301635742,openai-gpt,1_3
the,204,4.887130260467529,openai-gpt,1_3
crest,207,10.028114318847656,openai-gpt,1_3
of,212,0.12356916069984436,openai-gpt,1_3
the,214,0.8303098678588867,openai-gpt,1_3
city,217,4.97582483291626,openai-gpt,1_3
of,221,2.673034429550171,openai-gpt,1_3
bradford,223,0.5715036392211914,openai-gpt,1_3
",",231,1.3858342170715332,openai-gpt,1_3
which,232,2.572175979614258,openai-gpt,1_3
those,237,10.312012672424316,openai-gpt,1_3
same,242,6.516934394836426,openai-gpt,1_3
mill,246,6.469000339508057,openai-gpt,1_3
owners,250,0.08705708384513855,openai-gpt,1_3
created,256,8.29963207244873,openai-gpt,1_3
to,263,2.626836061477661,openai-gpt,1_3
celebrate,265,4.655852794647217,openai-gpt,1_3
their,274,0.8307214379310608,openai-gpt,1_3
achievements,279,4.603143692016602,openai-gpt,1_3
.,291,1.0931544303894043,openai-gpt,1_3
it,0,,openai-gpt,1_4
shows,2,9.34188461303711,openai-gpt,1_4
a,7,2.7850944995880127,openai-gpt,1_4
sinister,8,9.6351318359375,openai-gpt,1_4
looking,16,5.420713901519775,openai-gpt,1_4
boar,23,9.08735179901123,openai-gpt,1_4
',27,8.018148422241211,openai-gpt,1_4
s,28,4.94081974029541,openai-gpt,1_4
head,29,0.26211652159690857,openai-gpt,1_4
sitting,33,6.433450222015381,openai-gpt,1_4
on,40,0.7298239469528198,openai-gpt,1_4
top,42,1.4989824295043945,openai-gpt,1_4
of,45,0.15698496997356415,openai-gpt,1_4
a,47,0.5268338322639465,openai-gpt,1_4
well,48,6.563943386077881,openai-gpt,1_4
which,52,8.803739547729492,openai-gpt,1_4
seems,57,4.114684581756592,openai-gpt,1_4
puzzling,62,11.999363899230957,openai-gpt,1_4
at,70,4.384398937225342,openai-gpt,1_4
first,72,1.2699159383773804,openai-gpt,1_4
",",77,1.3175281286239624,openai-gpt,1_4
but,78,0.5397577881813049,openai-gpt,1_4
the,81,3.0554823875427246,openai-gpt,1_4
reason,84,6.426301956176758,openai-gpt,1_4
for,90,1.1314573287963867,openai-gpt,1_4
this,93,2.1319243907928467,openai-gpt,1_4
symbol,97,8.02995777130127,openai-gpt,1_4
is,103,1.2464847564697266,openai-gpt,1_4
a,105,3.865631341934204,openai-gpt,1_4
matter,106,6.403717994689941,openai-gpt,1_4
of,112,0.10345276445150375,openai-gpt,1_4
legend,114,5.469797134399414,openai-gpt,1_4
.,120,0.7821818590164185,openai-gpt,1_4
there,0,,openai-gpt,1_5
was,5,1.5423028469085693,openai-gpt,1_5
once,8,8.396980285644531,openai-gpt,1_5
",",12,4.203455924987793,openai-gpt,1_5
legend,13,11.24557113647461,openai-gpt,1_5
has,19,1.4939574003219604,openai-gpt,1_5
it,22,0.004491716623306274,openai-gpt,1_5
",",24,0.10202144086360931,openai-gpt,1_5
a,25,0.6471956372261047,openai-gpt,1_5
fearsome,26,7.99724006652832,openai-gpt,1_5
boar,34,6.90562629699707,openai-gpt,1_5
",",38,2.4407601356506348,openai-gpt,1_5
which,39,2.710590124130249,openai-gpt,1_5
lived,44,5.166388988494873,openai-gpt,1_5
in,49,0.9776082038879395,openai-gpt,1_5
a,51,1.5649757385253906,openai-gpt,1_5
wood,52,5.235769748687744,openai-gpt,1_5
located,56,8.503291130065918,openai-gpt,1_5
just,63,2.9748950004577637,openai-gpt,1_5
outside,67,1.772554636001587,openai-gpt,1_5
the,74,1.1694447994232178,openai-gpt,1_5
manor,77,8.59945297241211,openai-gpt,1_5
of,82,4.113279819488525,openai-gpt,1_5
bradford,84,10.620745658874512,openai-gpt,1_5
.,92,0.9015243649482727,openai-gpt,1_5
a,0,,openai-gpt,1_6
source,1,8.601763725280762,openai-gpt,1_6
of,7,0.5811323523521423,openai-gpt,1_6
great,9,3.727915048599243,openai-gpt,1_6
trouble,14,6.092463493347168,openai-gpt,1_6
to,21,3.5117886066436768,openai-gpt,1_6
the,23,1.941391110420227,openai-gpt,1_6
local,26,4.836018085479736,openai-gpt,1_6
folk,31,5.215017318725586,openai-gpt,1_6
the,35,7.24016809463501,openai-gpt,1_6
boar,38,11.394875526428223,openai-gpt,1_6
was,42,2.1968746185302734,openai-gpt,1_6
",",45,5.325594902038574,openai-gpt,1_6
bringing,46,8.68398666381836,openai-gpt,1_6
terror,54,7.441052436828613,openai-gpt,1_6
to,60,0.8413249850273132,openai-gpt,1_6
the,62,0.8785990476608276,openai-gpt,1_6
peaceful,65,6.2034759521484375,openai-gpt,1_6
flocks,73,8.167482376098633,openai-gpt,1_6
and,79,2.6714417934417725,openai-gpt,1_6
ravaging,82,9.128024101257324,openai-gpt,1_6
the,90,0.6692842245101929,openai-gpt,1_6
countryside,93,1.7302098274230957,openai-gpt,1_6
around,104,5.002723693847656,openai-gpt,1_6
.,110,2.2281007766723633,openai-gpt,1_6
even,0,,openai-gpt,1_7
worse,4,8.116734504699707,openai-gpt,1_7
",",9,0.9649940729141235,openai-gpt,1_7
however,10,7.952801704406738,openai-gpt,1_7
",",17,0.15750263631343842,openai-gpt,1_7
the,18,2.653270959854126,openai-gpt,1_7
boar,21,10.911457061767578,openai-gpt,1_7
most,25,10.011174201965332,openai-gpt,1_7
liked,29,7.571465015411377,openai-gpt,1_7
to,34,1.8027712106704712,openai-gpt,1_7
go,36,4.240616798400879,openai-gpt,1_7
to,38,2.99332594871521,openai-gpt,1_7
the,40,0.9635194540023804,openai-gpt,1_7
well,43,6.773407936096191,openai-gpt,1_7
that,47,5.329802513122559,openai-gpt,1_7
was,51,1.9704886674880981,openai-gpt,1_7
in,54,2.5536062717437744,openai-gpt,1_7
the,56,0.24943853914737701,openai-gpt,1_7
wood,59,5.8095598220825195,openai-gpt,1_7
and,63,2.3608269691467285,openai-gpt,1_7
drink,66,2.41251277923584,openai-gpt,1_7
its,71,3.297382354736328,openai-gpt,1_7
fresh,74,5.811679840087891,openai-gpt,1_7
water,79,0.8264436721801758,openai-gpt,1_7
",",84,2.1416194438934326,openai-gpt,1_7
so,85,3.1352858543395996,openai-gpt,1_7
that,87,1.1542097330093384,openai-gpt,1_7
the,91,1.8520994186401367,openai-gpt,1_7
people,94,5.2151384353637695,openai-gpt,1_7
of,100,1.5251816511154175,openai-gpt,1_7
bradford,102,13.902645111083984,openai-gpt,1_7
had,110,3.6629691123962402,openai-gpt,1_7
second,113,10.149508476257324,openai-gpt,1_7
thoughts,119,1.4784908294677734,openai-gpt,1_7
about,127,0.4400480389595032,openai-gpt,1_7
visiting,132,6.00349235534668,openai-gpt,1_7
the,140,1.0185924768447876,openai-gpt,1_7
well,143,0.060140710324048996,openai-gpt,1_7
.,147,0.7753921151161194,openai-gpt,1_7
that,0,,openai-gpt,1_8
the,4,3.6986465454101562,openai-gpt,1_8
people,7,5.070990562438965,openai-gpt,1_8
of,13,1.9826260805130005,openai-gpt,1_8
bradford,15,11.540306091308594,openai-gpt,1_8
bore,23,10.466184616088867,openai-gpt,1_8
the,27,1.588191270828247,openai-gpt,1_8
brunt,30,2.0066421031951904,openai-gpt,1_8
of,35,0.016063205897808075,openai-gpt,1_8
the,37,0.9605487585067749,openai-gpt,1_8
beast,40,8.274166107177734,openai-gpt,1_8
',45,7.556384086608887,openai-gpt,1_8
s,46,6.586560249328613,openai-gpt,1_8
ferocity,47,4.391513824462891,openai-gpt,1_8
was,55,7.723928928375244,openai-gpt,1_8
unfair,58,9.647905349731445,openai-gpt,1_8
in,64,3.3329646587371826,openai-gpt,1_8
the,66,1.9603630304336548,openai-gpt,1_8
eyes,69,3.4945273399353027,openai-gpt,1_8
of,73,0.012448704801499844,openai-gpt,1_8
the,75,0.9660782217979431,openai-gpt,1_8
people,78,2.4026143550872803,openai-gpt,1_8
of,84,0.717642605304718,openai-gpt,1_8
the,86,2.7199060916900635,openai-gpt,1_8
region,89,4.381352424621582,openai-gpt,1_8
.,95,0.4454517960548401,openai-gpt,1_8
eventually,0,,openai-gpt,1_9
",",10,2.265702247619629,openai-gpt,1_9
the,11,2.3788249492645264,openai-gpt,1_9
issue,14,8.410041809082031,openai-gpt,1_9
reached,19,7.198627471923828,openai-gpt,1_9
the,26,1.788954496383667,openai-gpt,1_9
ears,29,6.297251224517822,openai-gpt,1_9
of,33,0.005950829479843378,openai-gpt,1_9
the,35,0.7568233013153076,openai-gpt,1_9
kindly,38,10.461453437805176,openai-gpt,1_9
lord,44,5.4597344398498535,openai-gpt,1_9
of,48,2.3641767501831055,openai-gpt,1_9
the,50,1.2042936086654663,openai-gpt,1_9
manor,53,3.0035953521728516,openai-gpt,1_9
who,58,3.900106430053711,openai-gpt,1_9
the,61,5.7921462059021,openai-gpt,1_9
people,64,5.4331512451171875,openai-gpt,1_9
had,70,2.9063756465911865,openai-gpt,1_9
often,73,5.75006103515625,openai-gpt,1_9
asked,78,4.51479434967041,openai-gpt,1_9
for,83,1.787671446800232,openai-gpt,1_9
help,86,1.8337020874023438,openai-gpt,1_9
.,90,2.0254950523376465,openai-gpt,1_9
the,0,,openai-gpt,1_10
lord,3,7.616159915924072,openai-gpt,1_10
saw,7,6.904667854309082,openai-gpt,1_10
the,10,2.428934097290039,openai-gpt,1_10
severity,13,8.622081756591797,openai-gpt,1_10
of,21,0.1879374384880066,openai-gpt,1_10
the,23,1.1449795961380005,openai-gpt,1_10
problem,26,4.19876766204834,openai-gpt,1_10
the,33,7.062161445617676,openai-gpt,1_10
people,36,4.926649570465088,openai-gpt,1_10
faced,42,3.496631145477295,openai-gpt,1_10
and,47,1.5001871585845947,openai-gpt,1_10
suggested,50,5.849600791931152,openai-gpt,1_10
a,59,1.8233535289764404,openai-gpt,1_10
contest,60,10.117734909057617,openai-gpt,1_10
could,67,8.89771842956543,openai-gpt,1_10
solve,72,10.33531379699707,openai-gpt,1_10
the,77,1.8941919803619385,openai-gpt,1_10
problem,80,0.3161313533782959,openai-gpt,1_10
.,87,0.5015118718147278,openai-gpt,1_10
he,0,,openai-gpt,1_11
said,2,3.063894271850586,openai-gpt,1_11
that,6,5.167130947113037,openai-gpt,1_11
whoever,10,8.638842582702637,openai-gpt,1_11
could,17,5.2439985275268555,openai-gpt,1_11
kill,22,4.394975662231445,openai-gpt,1_11
the,26,2.5579936504364014,openai-gpt,1_11
boar,29,9.586454391479492,openai-gpt,1_11
and,33,3.018770217895508,openai-gpt,1_11
bring,36,3.694275140762329,openai-gpt,1_11
as,41,8.730209350585938,openai-gpt,1_11
proof,43,9.971121788024902,openai-gpt,1_11
its,48,5.302495002746582,openai-gpt,1_11
head,51,5.283303260803223,openai-gpt,1_11
to,55,5.938869476318359,openai-gpt,1_11
the,57,1.0357764959335327,openai-gpt,1_11
manor,60,7.952419281005859,openai-gpt,1_11
house,65,2.1165285110473633,openai-gpt,1_11
would,70,1.4512979984283447,openai-gpt,1_11
be,75,0.8515592217445374,openai-gpt,1_11
rewarded,77,5.129622459411621,openai-gpt,1_11
with,85,1.715897560119629,openai-gpt,1_11
land,89,7.964427947998047,openai-gpt,1_11
and,93,1.061898946762085,openai-gpt,1_11
fame,96,6.619872093200684,openai-gpt,1_11
.,100,0.5052977800369263,openai-gpt,1_11
it,0,,openai-gpt,1_12
was,2,1.4962983131408691,openai-gpt,1_12
the,5,2.782782793045044,openai-gpt,1_12
people,8,7.152774810791016,openai-gpt,1_12
of,14,2.88271427154541,openai-gpt,1_12
bradford,16,11.552204132080078,openai-gpt,1_12
and,24,3.6483583450317383,openai-gpt,1_12
the,27,2.3768656253814697,openai-gpt,1_12
people,30,3.645287275314331,openai-gpt,1_12
who,36,3.7784554958343506,openai-gpt,1_12
knew,39,4.23636531829834,openai-gpt,1_12
them,43,3.3614892959594727,openai-gpt,1_12
who,47,4.972143173217773,openai-gpt,1_12
rejoiced,50,9.81993579864502,openai-gpt,1_12
at,58,2.380631446838379,openai-gpt,1_12
this,60,3.5282154083251953,openai-gpt,1_12
proclamation,64,7.322866439819336,openai-gpt,1_12
but,76,5.9506683349609375,openai-gpt,1_12
one,79,6.867697238922119,openai-gpt,1_12
question,82,6.393200397491455,openai-gpt,1_12
remained,90,0.6827850937843323,openai-gpt,1_12
:,98,1.2616524696350098,openai-gpt,1_12
who,99,1.5866976976394653,openai-gpt,1_12
would,102,2.1179513931274414,openai-gpt,1_12
kill,107,5.003293514251709,openai-gpt,1_12
the,111,2.0012454986572266,openai-gpt,1_12
boar,114,10.739151954650879,openai-gpt,1_12
?,118,0.5624739527702332,openai-gpt,1_12
by,0,,openai-gpt,1_13
the,2,1.3676905632019043,openai-gpt,1_13
handsome,5,9.345288276672363,openai-gpt,1_13
reward,13,12.228368759155273,openai-gpt,1_13
many,19,10.927489280700684,openai-gpt,1_13
felt,23,7.465065956115723,openai-gpt,1_13
tempted,27,8.616315841674805,openai-gpt,1_13
",",34,4.195843696594238,openai-gpt,1_13
but,35,1.6969469785690308,openai-gpt,1_13
the,38,2.6957476139068604,openai-gpt,1_13
thought,41,5.026317119598389,openai-gpt,1_13
of,48,0.24864278733730316,openai-gpt,1_13
the,50,2.927300453186035,openai-gpt,1_13
boar,53,10.52125358581543,openai-gpt,1_13
with,57,5.225044250488281,openai-gpt,1_13
its,61,1.8251662254333496,openai-gpt,1_13
deadly,64,6.594789505004883,openai-gpt,1_13
tusks,70,1.0572960376739502,openai-gpt,1_13
and,75,2.124629020690918,openai-gpt,1_13
face,78,8.199560165405273,openai-gpt,1_13
like,82,4.527947425842285,openai-gpt,1_13
thunder,86,7.0786309242248535,openai-gpt,1_13
soon,93,6.491842269897461,openai-gpt,1_13
put,97,4.588930130004883,openai-gpt,1_13
an,100,1.9813857078552246,openai-gpt,1_13
end,102,0.017064997926354408,openai-gpt,1_13
to,105,0.003930226434022188,openai-gpt,1_13
their,107,1.851767897605896,openai-gpt,1_13
ambitions,112,6.119672775268555,openai-gpt,1_13
.,121,0.13968147337436676,openai-gpt,1_13
however,0,,openai-gpt,1_14
",",7,0.7349582314491272,openai-gpt,1_14
there,8,3.5622944831848145,openai-gpt,1_14
was,13,0.8538745641708374,openai-gpt,1_14
one,16,3.334110736846924,openai-gpt,1_14
hun,19,14.545706748962402,openai-gpt,1_14
tsman,22,1.2394752502441406,openai-gpt,1_14
",",27,2.9074912071228027,openai-gpt,1_14
who,28,2.347696542739868,openai-gpt,1_14
was,31,1.7067506313323975,openai-gpt,1_14
still,34,4.260183811187744,openai-gpt,1_14
wet,39,8.944465637207031,openai-gpt,1_14
behind,42,3.492271900177002,openai-gpt,1_14
the,48,0.06551095843315125,openai-gpt,1_14
ears,51,0.08038073033094406,openai-gpt,1_14
",",55,1.2603923082351685,openai-gpt,1_14
who,56,0.8029122948646545,openai-gpt,1_14
decided,59,6.337026119232178,openai-gpt,1_14
the,66,4.349798202514648,openai-gpt,1_14
prize,69,7.6210551261901855,openai-gpt,1_14
was,74,0.7412072420120239,openai-gpt,1_14
worth,77,1.075211524963379,openai-gpt,1_14
a,82,3.3468384742736816,openai-gpt,1_14
shot,83,2.3209872245788574,openai-gpt,1_14
",",87,1.8806391954421997,openai-gpt,1_14
in,88,5.197434425354004,openai-gpt,1_14
spite,90,2.571962833404541,openai-gpt,1_14
of,95,0.006079158745706081,openai-gpt,1_14
the,97,0.6733710765838623,openai-gpt,1_14
boar,100,10.885598182678223,openai-gpt,1_14
',104,8.275160789489746,openai-gpt,1_14
s,105,4.300816059112549,openai-gpt,1_14
reputation,106,5.804127216339111,openai-gpt,1_14
.,116,1.1052312850952148,openai-gpt,1_14
the,0,,openai-gpt,1_15
hun,3,10.570066452026367,openai-gpt,1_15
tsman,6,1.2031433582305908,openai-gpt,1_15
discovered,11,9.286293029785156,openai-gpt,1_15
the,21,1.8072896003723145,openai-gpt,1_15
boar,24,7.528557300567627,openai-gpt,1_15
preferred,28,13.823566436767578,openai-gpt,1_15
to,37,1.0828875303268433,openai-gpt,1_15
come,39,5.450560092926025,openai-gpt,1_15
out,43,1.70328950881958,openai-gpt,1_15
in,46,1.7287843227386475,openai-gpt,1_15
the,48,0.5301780104637146,openai-gpt,1_15
middle,51,4.111846446990967,openai-gpt,1_15
of,57,0.15464241802692413,openai-gpt,1_15
the,59,0.16891264915466309,openai-gpt,1_15
day,62,2.605052947998047,openai-gpt,1_15
.,65,1.4311420917510986,openai-gpt,1_15
so,0,,openai-gpt,1_16
he,2,2.9796080589294434,openai-gpt,1_16
went,4,5.284797191619873,openai-gpt,1_16
to,8,1.489740252494812,openai-gpt,1_16
the,10,1.088158130645752,openai-gpt,1_16
wood,13,8.02755069732666,openai-gpt,1_16
by,17,5.581141471862793,openai-gpt,1_16
the,19,0.17308907210826874,openai-gpt,1_16
well,22,5.317142486572266,openai-gpt,1_16
with,26,4.49885368347168,openai-gpt,1_16
his,30,1.398663878440857,openai-gpt,1_16
good,33,6.086719512939453,openai-gpt,1_16
bow,37,9.74724292755127,openai-gpt,1_16
",",40,1.818414330482483,openai-gpt,1_16
to,41,4.731553077697754,openai-gpt,1_16
bide,43,10.247915267944336,openai-gpt,1_16
his,47,0.3967836797237396,openai-gpt,1_16
time,50,0.011472444981336594,openai-gpt,1_16
.,54,0.8975550532341003,openai-gpt,1_16
around,0,,openai-gpt,1_17
no,6,10.470893859863281,openai-gpt,1_17
on,8,2.9741737842559814,openai-gpt,1_17
time,10,0.269135981798172,openai-gpt,1_17
",",14,1.3756154775619507,openai-gpt,1_17
the,15,3.1265299320220947,openai-gpt,1_17
boar,18,10.754581451416016,openai-gpt,1_17
",",22,3.713174819946289,openai-gpt,1_17
feared,23,11.246835708618164,openai-gpt,1_17
by,29,2.0232019424438477,openai-gpt,1_17
the,31,1.304955244064331,openai-gpt,1_17
locals,34,4.691697120666504,openai-gpt,1_17
",",40,0.9935572147369385,openai-gpt,1_17
came,41,5.598618507385254,openai-gpt,1_17
out,45,2.327230453491211,openai-gpt,1_17
",",48,3.40036678314209,openai-gpt,1_17
as,49,4.888218879699707,openai-gpt,1_17
slow,51,8.472697257995605,openai-gpt,1_17
as,55,0.660793125629425,openai-gpt,1_17
a,57,0.880591869354248,openai-gpt,1_17
snail,58,1.6875139474868774,openai-gpt,1_17
",",63,1.1603230237960815,openai-gpt,1_17
from,64,6.186685562133789,openai-gpt,1_17
among,68,5.436183929443359,openai-gpt,1_17
the,73,0.1256789267063141,openai-gpt,1_17
trees,76,1.213990330696106,openai-gpt,1_17
",",81,1.3061786890029907,openai-gpt,1_17
just,82,6.311346054077148,openai-gpt,1_17
as,86,1.154313087463379,openai-gpt,1_17
the,88,1.5723812580108643,openai-gpt,1_17
hun,91,8.199938774108887,openai-gpt,1_17
tsman,94,0.663997232913971,openai-gpt,1_17
had,99,0.8455560803413391,openai-gpt,1_17
predicted,102,2.0757484436035156,openai-gpt,1_17
.,111,0.4827243387699127,openai-gpt,1_17
the,0,,openai-gpt,1_18
hun,3,10.570066452026367,openai-gpt,1_18
tsman,6,1.2031433582305908,openai-gpt,1_18
leaped,11,8.867902755737305,openai-gpt,1_18
from,17,2.211209774017334,openai-gpt,1_18
his,21,0.9213613271713257,openai-gpt,1_18
hiding,24,5.0281829833984375,openai-gpt,1_18
place,30,0.11392094194889069,openai-gpt,1_18
and,35,0.9831350445747375,openai-gpt,1_18
through,38,7.484437942504883,openai-gpt,1_18
the,45,0.11473777145147324,openai-gpt,1_18
heart,48,8.179140090942383,openai-gpt,1_18
with,53,7.66442346572876,openai-gpt,1_18
his,57,1.1907005310058594,openai-gpt,1_18
fine,60,8.15936279296875,openai-gpt,1_18
arrows,64,6.980093002319336,openai-gpt,1_18
shot,70,7.255578994750977,openai-gpt,1_18
the,74,2.461824417114258,openai-gpt,1_18
boar,77,5.7678022384643555,openai-gpt,1_18
.,81,1.314283013343811,openai-gpt,1_18
now,0,,openai-gpt,1_19
the,3,4.378298759460449,openai-gpt,1_19
problem,6,6.127986907958984,openai-gpt,1_19
was,13,0.8491396307945251,openai-gpt,1_19
no,16,5.865826606750488,openai-gpt,1_19
longer,18,0.44768673181533813,openai-gpt,1_19
to,24,3.8190596103668213,openai-gpt,1_19
kill,26,4.486120700836182,openai-gpt,1_19
the,30,2.349806308746338,openai-gpt,1_19
boar,33,8.532221794128418,openai-gpt,1_19
.,37,0.8308563828468323,openai-gpt,1_19
it,0,,openai-gpt,1_20
was,2,1.4962983131408691,openai-gpt,1_20
to,5,5.5737199783325195,openai-gpt,1_20
find,7,4.248206615447998,openai-gpt,1_20
a,11,2.017955780029297,openai-gpt,1_20
way,12,2.415971279144287,openai-gpt,1_20
to,15,0.333712637424469,openai-gpt,1_20
carry,17,6.688920021057129,openai-gpt,1_20
the,22,1.98189115524292,openai-gpt,1_20
boar,25,10.68305778503418,openai-gpt,1_20
back,29,2.0231881141662598,openai-gpt,1_20
.,33,2.9201087951660156,openai-gpt,1_20
the,0,,openai-gpt,1_21
head,3,6.864262104034424,openai-gpt,1_21
was,7,4.323200225830078,openai-gpt,1_21
too,10,4.676012992858887,openai-gpt,1_21
heavy,13,3.1981394290924072,openai-gpt,1_21
for,18,1.2562850713729858,openai-gpt,1_21
the,21,2.0561976432800293,openai-gpt,1_21
little,24,5.152456283569336,openai-gpt,1_21
hun,30,11.152700424194336,openai-gpt,1_21
tsman,33,1.042052984237671,openai-gpt,1_21
to,38,0.5900483131408691,openai-gpt,1_21
carry,40,2.154179573059082,openai-gpt,1_21
back,45,5.38547945022583,openai-gpt,1_21
to,49,1.0660651922225952,openai-gpt,1_21
the,51,0.9366626739501953,openai-gpt,1_21
manor,54,5.37693977355957,openai-gpt,1_21
house,59,2.353057861328125,openai-gpt,1_21
",",64,1.5354337692260742,openai-gpt,1_21
but,65,1.789985179901123,openai-gpt,1_21
the,68,2.1005821228027344,openai-gpt,1_21
hun,71,5.313850402832031,openai-gpt,1_21
tsman,74,0.010293491184711456,openai-gpt,1_21
",",79,3.7730541229248047,openai-gpt,1_21
who,80,2.4531922340393066,openai-gpt,1_21
was,83,1.142078161239624,openai-gpt,1_21
as,86,4.539294242858887,openai-gpt,1_21
quick,88,4.825026035308838,openai-gpt,1_21
-,93,4.254510879516602,openai-gpt,1_21
witted,94,0.4556637108325958,openai-gpt,1_21
and,100,2.813155174255371,openai-gpt,1_21
cunning,103,5.012880325317383,openai-gpt,1_21
as,110,0.026867276057600975,openai-gpt,1_21
ever,112,3.8070006370544434,openai-gpt,1_21
",",116,0.6850284337997437,openai-gpt,1_21
asked,117,7.5055437088012695,openai-gpt,1_21
