token,offset,surprisal,openai_engine,model,id,created,string_id
 and,418,3.029016,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 well,422,4.3135448,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 off,427,2.807128,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 was,431,2.5580163,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 known,435,6.789491,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 to,441,0.79741466,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 the,444,2.082931,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 residents,448,5.0230985,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 of,458,0.15544152,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 Bradford,461,0.45337316,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
",",470,1.0418979,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 and,471,1.8446478,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 if,475,4.477183,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 you,478,1.9958605,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 were,482,0.86585236,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 to,487,0.27624747,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 go,490,2.889243,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 into,493,2.0266967,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 the,498,1.0014408,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 city,502,1.6299314,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 to,507,3.5363445,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 visit,510,2.4994957,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 the,516,1.0539356,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 state,520,7.9289827,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
ly,526,0.043794464,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 City,528,4.4597015,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 Hall,533,0.066382565,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
",",538,0.66126424,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 you,539,0.65564334,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 would,543,0.31117347,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 see,549,1.2889025,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 there,553,4.3481317,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 the,559,1.6961126,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 Crest,563,11.355608,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 of,569,0.1186098,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 the,572,0.5278433,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 City,576,1.0471019,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 of,581,0.62372476,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 Bradford,584,0.006451015,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
",",593,1.007181,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 which,594,0.7371385,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 those,600,10.801882,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 same,606,3.099358,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 mill,611,0.7745826,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 owners,616,0.052423723,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 created,623,6.065602,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 to,631,2.3583221,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 celebrate,634,2.6103773,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 their,644,0.42211518,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 achievements,650,3.4293723,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
.,663,0.46942943,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 It,664,1.7531767,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 shows,667,2.0093095,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 a,673,0.51322,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 sinister,675,11.114527,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 looking,684,2.2898226,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 bo,692,7.3148108,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
ar,695,0.055560805,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
's,697,2.9664614,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 head,699,0.027931305,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 sitting,704,5.5525985,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 on,712,0.90451276,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 top,715,0.83158875,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 of,719,0.011732375,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 a,722,0.24434099,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 well,724,8.500443,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 which,729,6.561957,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 seems,735,4.8664813,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 puzzling,741,13.839219,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 at,750,2.062525,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 first,753,0.031373817,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
",",759,0.9309206,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 but,760,0.7428178,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 the,764,2.6524305,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 reason,768,3.1410892,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 for,775,0.5226517,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 this,779,0.8610034,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 symbol,784,4.82019,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 is,791,0.5674973,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 a,794,4.1434712,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 matter,796,4.407459,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 of,803,0.08271433,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 legend,806,3.486594,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
.,813,0.8007533,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 There,814,4.102675,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 was,820,1.150687,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 once,824,0.8672847,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
",",829,3.9605649,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 legend,830,5.7660613,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 has,837,0.4258492,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 it,841,0.0032581305,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
",",844,0.019183084,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 a,845,0.16440105,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 fearsome,847,5.149942,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 bo,856,1.1851871,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
ar,859,0.0011281295,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
",",861,3.057508,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 which,862,2.0317678,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 lived,868,2.8685138,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 in,874,0.39666128,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 a,877,1.77684,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 wood,879,2.3083885,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 located,884,6.5583987,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 just,892,2.766174,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 outside,897,0.4598635,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 the,905,0.5881736,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 man,909,10.794986,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
or,913,0.36596823,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 of,915,0.96919626,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 Bradford,918,0.51669854,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
.,927,0.74802744,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 A,928,4.665586,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 source,930,9.216515,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 of,937,0.03173786,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 great,940,1.5586233,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
 trouble,946,3.7980256,davinci,davinci:2020-05-03,cmpl-4A6Wb7eGnjXIuRZXjkqQreXjVJHLo,1638313709,1
