token,offset,surprisal,model,string_id
 Crest,563,12.118165016174316,gpt2,1
 of,569,0.6636463403701782,gpt2,1
 the,572,1.9987132549285889,gpt2,1
 City,576,3.2551302909851074,gpt2,1
 of,581,1.8769148588180542,gpt2,1
 Bradford,584,0.5738046169281006,gpt2,1
",",593,1.029946208000183,gpt2,1
 which,594,1.6750236749649048,gpt2,1
 those,600,9.480619430541992,gpt2,1
 same,606,5.669166564941406,gpt2,1
 mill,611,1.512824535369873,gpt2,1
 owners,616,0.11610209941864014,gpt2,1
 created,623,6.735891342163086,gpt2,1
 to,631,2.932264804840088,gpt2,1
 celebrate,634,4.019886016845703,gpt2,1
 their,644,1.190394401550293,gpt2,1
 achievements,650,4.062114715576172,gpt2,1
.,663,0.9389764070510864,gpt2,1
 It,664,2.8972654342651367,gpt2,1
 shows,667,6.759992599487305,gpt2,1
 a,673,3.4141793251037598,gpt2,1
 sinister,675,9.890183448791504,gpt2,1
 looking,684,5.799415111541748,gpt2,1
 bo,692,11.220927238464355,gpt2,1
ar,695,1.2048052549362183,gpt2,1
's,697,3.2285642623901367,gpt2,1
 head,699,1.9956860542297363,gpt2,1
 sitting,704,5.149109363555908,gpt2,1
 on,712,1.3200918436050415,gpt2,1
 top,715,2.675487518310547,gpt2,1
 of,719,0.023595843464136124,gpt2,1
 a,722,0.8271455764770508,gpt2,1
 well,724,5.341610908508301,gpt2,1
 which,729,4.088037967681885,gpt2,1
 seems,735,5.7784318923950195,gpt2,1
 puzzling,741,12.0631742477417,gpt2,1
 at,750,2.892965078353882,gpt2,1
 first,753,0.04756355658173561,gpt2,1
",",759,1.4372196197509766,gpt2,1
 but,760,0.37422943115234375,gpt2,1
 the,764,2.8596134185791016,gpt2,1
 reason,768,5.859042167663574,gpt2,1
 for,775,1.928174376487732,gpt2,1
 this,779,1.2199071645736694,gpt2,1
 symbol,784,8.214011192321777,gpt2,1
 is,791,0.6966150403022766,gpt2,1
 a,794,4.684741020202637,gpt2,1
 matter,796,4.251428604125977,gpt2,1
 of,803,0.15910285711288452,gpt2,1
 legend,806,3.214352607727051,gpt2,1
.,813,0.47151979804039,gpt2,1
 There,814,3.899803638458252,gpt2,1
 was,820,1.950446605682373,gpt2,1
 once,824,2.538269281387329,gpt2,1
",",829,4.61684513092041,gpt2,1
 legend,830,8.653477668762207,gpt2,1
 has,837,1.694684386253357,gpt2,1
 it,841,0.0040901582688093185,gpt2,1
",",844,0.03143046051263809,gpt2,1
 a,845,0.585652768611908,gpt2,1
 fearsome,847,8.670509338378906,gpt2,1
 bo,856,1.8210699558258057,gpt2,1
ar,859,0.0014074668288230896,gpt2,1
",",861,2.4402859210968018,gpt2,1
 which,862,1.7994223833084106,gpt2,1
 lived,868,3.820770263671875,gpt2,1
 in,874,0.9653365612030029,gpt2,1
 a,877,1.8600834608078003,gpt2,1
 wood,879,6.179199695587158,gpt2,1
 located,884,8.96006965637207,gpt2,1
 just,892,3.73689603805542,gpt2,1
 outside,897,1.53694748878479,gpt2,1
 the,905,0.5344931483268738,gpt2,1
 man,909,8.75075912475586,gpt2,1
or,913,0.13660848140716553,gpt2,1
 of,915,2.380866289138794,gpt2,1
 Bradford,918,1.657847285270691,gpt2,1
.,927,0.9507397413253784,gpt2,1
 A,928,3.767409324645996,gpt2,1
 source,930,7.623546600341797,gpt2,1
 of,937,1.347851276397705,gpt2,1
 great,940,3.2156944274902344,gpt2,1
 trouble,946,5.348384857177734,gpt2,1
 to,954,1.3929113149642944,gpt2,1
 the,957,0.7244656682014465,gpt2,1
 local,961,4.741858959197998,gpt2,1
 folk,967,4.009960174560547,gpt2,1
 the,972,6.121951103210449,gpt2,1
 bo,976,1.2504442930221558,gpt2,1
ar,979,0.0993308424949646,gpt2,1
 was,981,1.2507047653198242,gpt2,1
",",985,5.068023681640625,gpt2,1
 bringing,986,10.444354057312012,gpt2,1
 terror,995,5.22824239730835,gpt2,1
 to,1002,0.7687739729881287,gpt2,1
 the,1005,0.7515198588371277,gpt2,1
 peaceful,1009,10.15406322479248,gpt2,1
 fl,1018,8.523269653320312,gpt2,1
ocks,1021,0.0323517732322216,gpt2,1
 and,1025,2.588507890701294,gpt2,1
 rav,1029,8.75136947631836,gpt2,1
aging,1033,0.5790582895278931,gpt2,1
 the,1038,0.8684409856796265,gpt2,1
 countryside,1042,3.6220054626464844,gpt2,1
 around,1054,5.148666858673096,gpt2,1
.,1061,2.55698561668396,gpt2,1
 Even,1062,5.653377056121826,gpt2,1
 worse,1067,4.27755069732666,gpt2,1
",",1073,0.6207073330879211,gpt2,1
 however,1074,5.726054668426514,gpt2,1
",",1082,0.045602839440107346,gpt2,1
 the,1083,1.550894856452942,gpt2,1
 bo,1087,0.4815484881401062,gpt2,1
ar,1090,0.018541468307375908,gpt2,1
 most,1092,9.007184982299805,gpt2,1
 liked,1097,6.455949306488037,gpt2,1
 to,1103,0.5802316069602966,gpt2,1
 go,1106,4.104275703430176,gpt2,1
 to,1109,1.5038584470748901,gpt2,1
 the,1112,1.5222713947296143,gpt2,1
 well,1116,3.9568331241607666,gpt2,1
 that,1121,5.570035934448242,gpt2,1
 was,1126,1.5630323886871338,gpt2,1
 in,1130,3.735065460205078,gpt2,1
 the,1133,0.6091919541358948,gpt2,1
 wood,1137,5.222411155700684,gpt2,1
 and,1142,1.850785493850708,gpt2,1
 drink,1146,4.614677429199219,gpt2,1
 its,1152,2.3399884700775146,gpt2,1
 fresh,1156,7.605319976806641,gpt2,1
 water,1162,0.8365190029144287,gpt2,1
",",1168,2.021340847015381,gpt2,1
 so,1169,2.928618907928467,gpt2,1
 that,1172,1.197237491607666,gpt2,1
 the,1177,1.9992966651916504,gpt2,1
 people,1181,2.821258544921875,gpt2,1
 of,1188,1.3737406730651855,gpt2,1
 Bradford,1191,0.45257148146629333,gpt2,1
 had,1200,3.792287826538086,gpt2,1
 second,1204,10.156562805175781,gpt2,1
 thoughts,1211,0.6416551470756531,gpt2,1
 about,1220,1.4858280420303345,gpt2,1
 visiting,1226,4.938046455383301,gpt2,1
 the,1235,1.0646919012069702,gpt2,1
 well,1239,0.616202175617218,gpt2,1
.,1244,0.7555676102638245,gpt2,1
 That,1245,4.4972381591796875,gpt2,1
 the,1250,3.076620101928711,gpt2,1
 people,1254,3.877701759338379,gpt2,1
 of,1261,0.4346132278442383,gpt2,1
 Bradford,1264,0.15262864530086517,gpt2,1
 bore,1273,8.941510200500488,gpt2,1
 the,1278,1.4024587869644165,gpt2,1
 brunt,1282,2.184056520462036,gpt2,1
 of,1288,0.020554395392537117,gpt2,1
 the,1291,1.0190929174423218,gpt2,1
 beast,1295,5.374482154846191,gpt2,1
's,1301,0.768545925617218,gpt2,1
 fer,1303,7.5562591552734375,gpt2,1
ocity,1307,0.0009345216676592827,gpt2,1
 was,1312,1.2821835279464722,gpt2,1
 unfair,1316,11.48489761352539,gpt2,1
 in,1323,4.324216842651367,gpt2,1
 the,1326,2.009652614593506,gpt2,1
 eyes,1330,0.7361325621604919,gpt2,1
 of,1335,0.0020174880046397448,gpt2,1
 the,1338,0.9906049370765686,gpt2,1
 people,1342,1.7719526290893555,gpt2,1
 of,1349,0.3533722162246704,gpt2,1
 the,1352,1.2628133296966553,gpt2,1
 region,1356,3.885161876678467,gpt2,1
.,1363,1.2231345176696777,gpt2,1
 Eventually,1364,6.672558784484863,gpt2,1
",",1375,0.6683019995689392,gpt2,1
 the,1376,1.6137232780456543,gpt2,1
 issue,1380,9.781003952026367,gpt2,1
 reached,1386,5.91516637802124,gpt2,1
 the,1394,0.8197264671325684,gpt2,1
 ears,1398,1.8365694284439087,gpt2,1
 of,1403,0.01561756432056427,gpt2,1
 the,1406,0.6249918341636658,gpt2,1
 kindly,1410,9.479740142822266,gpt2,1
 Lord,1417,5.283716201782227,gpt2,1
 of,1422,3.532820224761963,gpt2,1
 the,1425,1.2751593589782715,gpt2,1
 Manor,1429,3.8162784576416016,gpt2,1
 who,1435,3.425535202026367,gpt2,1
 the,1439,6.757582664489746,gpt2,1
 people,1443,3.5940423011779785,gpt2,1
 had,1450,3.8042781352996826,gpt2,1
 often,1454,5.63688850402832,gpt2,1
 asked,1460,3.14555025100708,gpt2,1
 for,1466,2.0601305961608887,gpt2,1
 help,1470,2.160073757171631,gpt2,1
.,1475,2.1056625843048096,gpt2,1
 The,1476,1.6397637128829956,gpt2,1
 Lord,1480,1.6872516870498657,gpt2,1
 saw,1485,6.572845458984375,gpt2,1
 the,1489,1.690963864326477,gpt2,1
 severity,1493,9.488892555236816,gpt2,1
 of,1502,0.21292631328105927,gpt2,1
 the,1505,0.3069593608379364,gpt2,1
 problem,1509,1.710731029510498,gpt2,1
 the,1517,5.9486846923828125,gpt2,1
 people,1521,1.310951590538025,gpt2,1
 faced,1528,2.76676869392395,gpt2,1
 and,1534,0.7392018437385559,gpt2,1
 suggested,1538,4.5215044021606445,gpt2,1
 a,1548,3.097052574157715,gpt2,1
 contest,1550,8.13757038116455,gpt2,1
 could,1558,6.67360258102417,gpt2,1
 solve,1564,8.166341781616211,gpt2,1
 the,1570,1.33794105052948,gpt2,1
 problem,1574,0.21742741763591766,gpt2,1
.,1582,0.7512561082839966,gpt2,1
 He,1583,3.3417842388153076,gpt2,1
 said,1586,3.495495557785034,gpt2,1
 that,1591,0.9360063672065735,gpt2,1
 whoever,1596,5.1490478515625,gpt2,1
 could,1604,1.692899465560913,gpt2,1
 kill,1610,6.3642730712890625,gpt2,1
 the,1615,0.5393601059913635,gpt2,1
 bo,1619,0.470864474773407,gpt2,1
ar,1622,0.003596625057980418,gpt2,1
 and,1624,2.6553421020507812,gpt2,1
 bring,1628,2.677375316619873,gpt2,1
 as,1634,6.773797035217285,gpt2,1
 proof,1637,11.53668212890625,gpt2,1
 its,1643,4.766846179962158,gpt2,1
 head,1647,5.785704612731934,gpt2,1
 to,1652,1.6873146295547485,gpt2,1
 the,1655,0.7347105741500854,gpt2,1
 Manor,1659,5.957157135009766,gpt2,1
 House,1665,5.361638069152832,gpt2,1
 would,1671,1.2871311902999878,gpt2,1
 be,1677,1.185615062713623,gpt2,1
 rewarded,1680,2.0311834812164307,gpt2,1
 with,1689,0.4946223199367523,gpt2,1
 land,1694,6.964639186859131,gpt2,1
 and,1699,1.6771159172058105,gpt2,1
 fame,1703,4.7882490158081055,gpt2,1
.,1708,0.609550952911377,gpt2,1
 It,1709,3.358858585357666,gpt2,1
 was,1712,0.6884030699729919,gpt2,1
 the,1716,3.1779510974884033,gpt2,1
 people,1720,4.055364608764648,gpt2,1
 of,1727,0.6016800403594971,gpt2,1
 Bradford,1730,0.2869572937488556,gpt2,1
 and,1739,4.835627555847168,gpt2,1
 the,1743,0.9435569047927856,gpt2,1
 people,1747,2.1393485069274902,gpt2,1
 who,1754,2.9651358127593994,gpt2,1
 knew,1758,4.240461349487305,gpt2,1
 them,1763,5.688068866729736,gpt2,1
 who,1768,3.3085222244262695,gpt2,1
 rejo,1772,9.208221435546875,gpt2,1
iced,1777,0.0011860248632729053,gpt2,1
 at,1781,1.4182802438735962,gpt2,1
 this,1784,1.6348848342895508,gpt2,1
 proclamation,1789,8.032574653625488,gpt2,1
 but,1802,5.408071517944336,gpt2,1
 one,1806,6.13847541809082,gpt2,1
 question,1810,5.558304786682129,gpt2,1
 remained,1819,1.3547704219818115,gpt2,1
:,1828,1.58494234085083,gpt2,1
 who,1829,1.9401694536209106,gpt2,1
 would,1833,0.9228023290634155,gpt2,1
 kill,1839,3.7557506561279297,gpt2,1
 the,1844,0.28443923592567444,gpt2,1
 bo,1848,0.23805280029773712,gpt2,1
ar,1851,0.0007846852531656623,gpt2,1
?,1853,0.8532816171646118,gpt2,1
 By,1854,5.942722320556641,gpt2,1
 the,1857,1.5699728727340698,gpt2,1
 handsome,1861,9.854219436645508,gpt2,1
 reward,1870,7.0093159675598145,gpt2,1
 many,1877,5.376737594604492,gpt2,1
 felt,1882,6.076704978942871,gpt2,1
 tempted,1887,7.650185585021973,gpt2,1
",",1895,2.850639581680298,gpt2,1
 but,1896,0.8901947140693665,gpt2,1
 the,1900,1.8238989114761353,gpt2,1
 thought,1904,6.265989303588867,gpt2,1
 of,1912,0.7871180772781372,gpt2,1
 the,1915,1.9389184713363647,gpt2,1
 bo,1919,1.369330644607544,gpt2,1
ar,1922,0.00593720143660903,gpt2,1
 with,1924,6.104714393615723,gpt2,1
 its,1929,1.3081374168395996,gpt2,1
 deadly,1933,6.11115837097168,gpt2,1
 t,1940,6.558879852294922,gpt2,1
us,1942,1.6037428379058838,gpt2,1
ks,1944,0.05538421869277954,gpt2,1
 and,1946,1.1527773141860962,gpt2,1
 face,1950,6.4190778732299805,gpt2,1
 like,1955,4.070593357086182,gpt2,1
 thunder,1960,8.962968826293945,gpt2,1
 soon,1968,6.9374799728393555,gpt2,1
 put,1973,4.98216438293457,gpt2,1
 an,1977,1.365487813949585,gpt2,1
 end,1980,0.002369336551055312,gpt2,1
 to,1984,0.008837160654366016,gpt2,1
 their,1987,2.270995616912842,gpt2,1
 ambitions,1993,6.3084821701049805,gpt2,1
.,2003,0.20610855519771576,gpt2,1
 However,2004,4.734440803527832,gpt2,1
",",2012,0.15119442343711853,gpt2,1
 there,2013,3.803933620452881,gpt2,1
 was,2019,0.6546271443367004,gpt2,1
 one,2023,1.2424910068511963,gpt2,1
 hunts,2027,14.02177619934082,gpt2,1
man,2033,0.029673347249627113,gpt2,1
",",2036,3.026881694793701,gpt2,1
 who,2037,1.4425033330917358,gpt2,1
 was,2041,2.165167808532715,gpt2,1
 still,2045,4.910214900970459,gpt2,1
 wet,2051,10.427383422851562,gpt2,1
 behind,2055,7.299983501434326,gpt2,1
 the,2062,1.008838415145874,gpt2,1
 ears,2066,0.8587561249732971,gpt2,1
",",2071,1.9421192407608032,gpt2,1
 who,2072,1.4156817197799683,gpt2,1
 decided,2076,3.667001247406006,gpt2,1
 the,2084,3.4598329067230225,gpt2,1
 prize,2088,4.021478652954102,gpt2,1
 was,2094,0.8466911911964417,gpt2,1
 worth,2098,2.730543613433838,gpt2,1
 a,2104,2.946183681488037,gpt2,1
 shot,2106,4.784350395202637,gpt2,1
",",2111,3.080618143081665,gpt2,1
 in,2112,5.302769184112549,gpt2,1
 spite,2115,3.170818328857422,gpt2,1
 of,2121,0.012551246210932732,gpt2,1
 the,2124,0.6649972796440125,gpt2,1
 bo,2128,2.136507987976074,gpt2,1
ar,2131,0.005164733622223139,gpt2,1
's,2133,0.3571836054325104,gpt2,1
 reputation,2135,4.593586444854736,gpt2,1
.,2146,0.9664301872253418,gpt2,1
 The,2147,1.7945407629013062,gpt2,1
 hunts,2151,3.6284260749816895,gpt2,1
man,2157,0.017666833475232124,gpt2,1
 discovered,2160,6.798531532287598,gpt2,1
 the,2171,1.251487374305725,gpt2,1
 bo,2175,0.5865193605422974,gpt2,1
ar,2178,0.0015695883193984628,gpt2,1
 preferred,2180,12.450685501098633,gpt2,1
 to,2190,0.8845393657684326,gpt2,1
 come,2193,4.86223840713501,gpt2,1
 out,2198,2.758939266204834,gpt2,1
 in,2202,3.293269634246826,gpt2,1
 the,2205,1.168159008026123,gpt2,1
 middle,2209,2.9424915313720703,gpt2,1
 of,2216,0.029223542660474777,gpt2,1
 the,2219,0.2694927752017975,gpt2,1
 day,2223,2.9197611808776855,gpt2,1
.,2227,3.431204319000244,gpt2,1
 So,2228,3.7782740592956543,gpt2,1
 he,2231,1.097551941871643,gpt2,1
 went,2234,2.9219255447387695,gpt2,1
 to,2239,1.103082299232483,gpt2,1
 the,2242,0.5015813708305359,gpt2,1
 wood,2246,5.296737194061279,gpt2,1
 by,2251,6.1300787925720215,gpt2,1
 the,2254,1.0889467000961304,gpt2,1
 well,2258,0.6652793288230896,gpt2,1
 with,2263,4.1309661865234375,gpt2,1
 his,2268,1.0576374530792236,gpt2,1
 good,2272,6.952012062072754,gpt2,1
 bow,2277,6.270526885986328,gpt2,1
",",2281,1.5676555633544922,gpt2,1
 to,2282,4.368714809417725,gpt2,1
 b,2285,8.92482852935791,gpt2,1
ide,2287,1.6723458766937256,gpt2,1
 his,2290,0.044473957270383835,gpt2,1
 time,2294,0.0014997198013588786,gpt2,1
.,2299,1.9919027090072632,gpt2,1
 Around,2300,7.138239860534668,gpt2,1
 no,2307,9.260355949401855,gpt2,1
ont,2310,3.228400468826294,gpt2,1
ime,2313,0.12474431097507477,gpt2,1
",",2316,1.4731578826904297,gpt2,1
 the,2317,1.2859821319580078,gpt2,1
 bo,2321,1.0403422117233276,gpt2,1
ar,2324,0.002998382318764925,gpt2,1
",",2326,4.316298961639404,gpt2,1
 feared,2327,10.321911811828613,gpt2,1
 by,2334,1.5644688606262207,gpt2,1
 the,2337,0.951615035533905,gpt2,1
 locals,2341,2.181187152862549,gpt2,1
",",2348,0.6580159068107605,gpt2,1
 came,2349,2.289858102798462,gpt2,1
 out,2354,0.8705161213874817,gpt2,1
",",2358,2.863186836242676,gpt2,1
 as,2359,4.988004207611084,gpt2,1
 slow,2362,10.124096870422363,gpt2,1
 as,2367,0.49694299697875977,gpt2,1
 a,2370,0.8443787097930908,gpt2,1
 snail,2372,3.33151912689209,gpt2,1
",",2378,0.6842992901802063,gpt2,1
 from,2379,4.545933723449707,gpt2,1
 among,2384,7.266356468200684,gpt2,1
 the,2390,0.17477455735206604,gpt2,1
 trees,2394,2.0133039951324463,gpt2,1
",",2400,2.0999629497528076,gpt2,1
 just,2401,5.684130668640137,gpt2,1
 as,2406,1.5779744386672974,gpt2,1
 the,2409,1.2636849880218506,gpt2,1
 hunts,2413,4.056994438171387,gpt2,1
man,2419,0.021442845463752747,gpt2,1
 had,2422,1.0839452743530273,gpt2,1
 predicted,2426,2.633249044418335,gpt2,1
.,2436,0.2760455012321472,gpt2,1
 The,2437,1.3747540712356567,gpt2,1
 hunts,2441,3.075084686279297,gpt2,1
man,2447,0.003834634553641081,gpt2,1
 le,2450,7.687970161437988,gpt2,1
aped,2453,0.11153905838727951,gpt2,1
 from,2457,2.1481881141662598,gpt2,1
 his,2462,1.3613234758377075,gpt2,1
 hiding,2466,3.9980058670043945,gpt2,1
 place,2473,0.6242141723632812,gpt2,1
 and,2479,0.8636214733123779,gpt2,1
 through,2483,6.394106864929199,gpt2,1
 the,2491,0.23123744130134583,gpt2,1
 heart,2495,7.261578559875488,gpt2,1
 with,2501,7.343727111816406,gpt2,1
 his,2506,0.6863321661949158,gpt2,1
 fine,2510,5.8761491775512695,gpt2,1
 arrows,2515,4.81062650680542,gpt2,1
 shot,2522,4.611721038818359,gpt2,1
 the,2527,0.6405731439590454,gpt2,1
 bo,2531,0.3106668293476105,gpt2,1
ar,2534,0.0007842087652534246,gpt2,1
.,2536,2.7824625968933105,gpt2,1
 Now,2537,5.298042297363281,gpt2,1
 the,2541,1.6658166646957397,gpt2,1
 problem,2545,7.091097354888916,gpt2,1
 was,2553,0.8590294122695923,gpt2,1
 no,2557,5.033256530761719,gpt2,1
 longer,2560,0.3337169885635376,gpt2,1
 to,2567,3.994722604751587,gpt2,1
 kill,2570,1.3971245288848877,gpt2,1
 the,2575,0.13488444685935974,gpt2,1
 bo,2579,0.05704959109425545,gpt2,1
ar,2582,0.000639710808172822,gpt2,1
.,2584,2.457432270050049,gpt2,1
 It,2585,1.6928236484527588,gpt2,1
 was,2588,0.45091739296913147,gpt2,1
 to,2592,0.4120446741580963,gpt2,1
 find,2595,2.824098587036133,gpt2,1
 a,2600,1.2479325532913208,gpt2,1
 way,2602,0.9842884540557861,gpt2,1
 to,2606,0.5464873313903809,gpt2,1
 carry,2609,5.442812919616699,gpt2,1
 the,2615,1.5005593299865723,gpt2,1
 bo,2619,0.7141540050506592,gpt2,1
ar,2622,0.001538642100058496,gpt2,1
 back,2624,2.6890347003936768,gpt2,1
.,2629,3.1465330123901367,gpt2,1
 The,2630,1.342806100845337,gpt2,1
 head,2634,6.849391460418701,gpt2,1
 was,2639,2.542656183242798,gpt2,1
 too,2643,4.429953575134277,gpt2,1
 heavy,2647,2.9524073600769043,gpt2,1
 for,2653,1.0122590065002441,gpt2,1
 the,2657,0.9010737538337708,gpt2,1
 little,2661,6.403926849365234,gpt2,1
 hunts,2668,4.966502666473389,gpt2,1
man,2674,0.003558139316737652,gpt2,1
 to,2677,0.7952815294265747,gpt2,1
 carry,2680,0.5549126267433167,gpt2,1
 back,2686,4.418952941894531,gpt2,1
 to,2691,3.199784755706787,gpt2,1
 the,2694,0.4698980748653412,gpt2,1
 Manor,2698,2.2867746353149414,gpt2,1
 House,2704,0.2268284261226654,gpt2,1
",",2710,1.3184452056884766,gpt2,1
 but,2711,1.8628113269805908,gpt2,1
 the,2715,1.4548537731170654,gpt2,1
 hunts,2719,2.336700439453125,gpt2,1
man,2725,0.0047366321086883545,gpt2,1
",",2728,3.9476215839385986,gpt2,1
 who,2729,1.711846947669983,gpt2,1
 was,2733,1.4264931678771973,gpt2,1
 as,2737,5.834778308868408,gpt2,1
 quick,2740,5.608623027801514,gpt2,1
-,2746,5.801445960998535,gpt2,1
w,2747,0.5657857656478882,gpt2,1
itted,2748,0.002816759515553713,gpt2,1
 and,2753,1.9477999210357666,gpt2,1
 cunning,2757,3.52230167388916,gpt2,1
 as,2765,0.0695958063006401,gpt2,1
 ever,2768,2.5434374809265137,gpt2,1
",",2773,0.16892433166503906,gpt2,1
 asked,2774,6.666476249694824,gpt2,1
 himself,2780,6.057397842407227,gpt2,1
",",2788,2.395066261291504,gpt2,1
 ',2789,2.7984609603881836,gpt2,1
What,2791,1.6555275917053223,gpt2,1
 else,2795,5.072979927062988,gpt2,1
 can,2800,1.1003193855285645,gpt2,1
 I,2804,0.2925851345062256,gpt2,1
 do,2806,0.18685367703437805,gpt2,1
 to,2809,1.379779577255249,gpt2,1
 prove,2812,5.185717582702637,gpt2,1
 I,2818,3.1261024475097656,gpt2,1
 killed,2820,4.150869846343994,gpt2,1
 the,2827,0.44710859656333923,gpt2,1
 bo,2831,0.13092796504497528,gpt2,1
ar,2834,0.0006901028100401163,gpt2,1
?',2836,0.2988293170928955,gpt2,1
 The,2838,1.198767900466919,gpt2,1
 next,2842,5.218319892883301,gpt2,1
 instance,2847,9.79007339477539,gpt2,1
 he,2856,4.906702995300293,gpt2,1
 opened,2859,8.876283645629883,gpt2,1
 the,2866,2.236328125,gpt2,1
 bo,2870,5.328059196472168,gpt2,1
ar,2873,0.003306756727397442,gpt2,1
's,2875,0.32034212350845337,gpt2,1
 mouth,2877,1.0381032228469849,gpt2,1
 and,2883,1.0397077798843384,gpt2,1
 cut,2887,5.391452789306641,gpt2,1
 out,2891,3.697495460510254,gpt2,1
 its,2895,1.2714874744415283,gpt2,1
 tongue,2899,3.436962127685547,gpt2,1
",",2906,1.6631832122802734,gpt2,1
 taking,2907,5.739703178405762,gpt2,1
