token,offset,surprisal,model,string_id
 Crest,563,12.148879051208496,gpt2,1
 of,569,1.7406388521194458,gpt2,1
 the,572,2.3970465660095215,gpt2,1
 City,576,3.9909720420837402,gpt2,1
 of,581,3.0387566089630127,gpt2,1
 Bradford,584,0.6193224191665649,gpt2,1
",",593,1.3557319641113281,gpt2,1
 which,594,1.9494433403015137,gpt2,1
 those,600,9.650103569030762,gpt2,1
 same,606,5.685349464416504,gpt2,1
 mill,611,1.4383137226104736,gpt2,1
 owners,616,0.09742707014083862,gpt2,1
 created,623,6.83343505859375,gpt2,1
 to,631,2.8462233543395996,gpt2,1
 celebrate,634,3.8866381645202637,gpt2,1
 their,644,1.138685703277588,gpt2,1
 achievements,650,4.005446910858154,gpt2,1
.,663,0.8168898224830627,gpt2,1
 It,664,3.1466445922851562,gpt2,1
 shows,667,6.655090808868408,gpt2,1
 a,673,3.3994789123535156,gpt2,1
 sinister,675,10.247588157653809,gpt2,1
 looking,684,6.083138942718506,gpt2,1
 bo,692,11.328384399414062,gpt2,1
ar,695,1.1873769760131836,gpt2,1
's,697,3.52020525932312,gpt2,1
 head,699,2.12001895904541,gpt2,1
 sitting,704,5.192049503326416,gpt2,1
 on,712,1.2611221075057983,gpt2,1
 top,715,2.380741596221924,gpt2,1
 of,719,0.022308005020022392,gpt2,1
 a,722,0.8290157318115234,gpt2,1
 well,724,5.126893997192383,gpt2,1
 which,729,4.248481750488281,gpt2,1
 seems,735,5.097291469573975,gpt2,1
 puzzling,741,11.608880996704102,gpt2,1
 at,750,2.5471227169036865,gpt2,1
 first,753,0.07271628826856613,gpt2,1
",",759,1.2765092849731445,gpt2,1
 but,760,0.36897018551826477,gpt2,1
 the,764,2.763120412826538,gpt2,1
 reason,768,5.764809608459473,gpt2,1
 for,775,2.1443521976470947,gpt2,1
 this,779,1.3570221662521362,gpt2,1
 symbol,784,7.924075126647949,gpt2,1
 is,791,0.7671802639961243,gpt2,1
 a,794,4.3429107666015625,gpt2,1
 matter,796,4.219144344329834,gpt2,1
 of,803,0.09902144223451614,gpt2,1
 legend,806,2.8986976146698,gpt2,1
.,813,0.43382728099823,gpt2,1
 There,814,4.295283794403076,gpt2,1
 was,820,2.0704565048217773,gpt2,1
 once,824,3.066545248031616,gpt2,1
",",829,4.7615156173706055,gpt2,1
 legend,830,8.582884788513184,gpt2,1
 has,837,2.0891799926757812,gpt2,1
 it,841,0.004050860647112131,gpt2,1
",",844,0.0503106415271759,gpt2,1
 a,845,0.5399841070175171,gpt2,1
 fearsome,847,7.702023506164551,gpt2,1
 bo,856,1.5979084968566895,gpt2,1
ar,859,0.001400919514708221,gpt2,1
",",861,2.5642693042755127,gpt2,1
 which,862,1.919382095336914,gpt2,1
 lived,868,3.984762668609619,gpt2,1
 in,874,0.9733627438545227,gpt2,1
 a,877,2.2213683128356934,gpt2,1
 wood,879,5.712246894836426,gpt2,1
 located,884,9.148509979248047,gpt2,1
 just,892,3.392578125,gpt2,1
 outside,897,1.3588660955429077,gpt2,1
 the,905,0.9998102188110352,gpt2,1
 man,909,8.181291580200195,gpt2,1
or,913,0.2013927698135376,gpt2,1
 of,915,2.5270323753356934,gpt2,1
 Bradford,918,2.1330642700195312,gpt2,1
.,927,0.9463313817977905,gpt2,1
 A,928,3.6571006774902344,gpt2,1
 source,930,6.617829322814941,gpt2,1
 of,937,2.2707319259643555,gpt2,1
 great,940,3.2442359924316406,gpt2,1
 trouble,946,5.672492980957031,gpt2,1
 to,954,1.612301230430603,gpt2,1
 the,957,0.8703370094299316,gpt2,1
 local,961,3.497039794921875,gpt2,1
 folk,967,4.429421424865723,gpt2,1
 the,972,5.9299397468566895,gpt2,1
 bo,976,0.6698717474937439,gpt2,1
ar,979,0.07603611797094345,gpt2,1
 was,981,1.0481493473052979,gpt2,1
",",985,5.18739652633667,gpt2,1
 bringing,986,10.359880447387695,gpt2,1
 terror,995,4.556662559509277,gpt2,1
 to,1002,0.7324497103691101,gpt2,1
 the,1005,0.8314486145973206,gpt2,1
 peaceful,1009,9.49160385131836,gpt2,1
 fl,1018,8.706951141357422,gpt2,1
ocks,1021,0.04955163225531578,gpt2,1
 and,1025,2.741924524307251,gpt2,1
 rav,1029,7.873382568359375,gpt2,1
aging,1033,0.38248562812805176,gpt2,1
 the,1038,0.8934803605079651,gpt2,1
 countryside,1042,3.475025177001953,gpt2,1
 around,1054,5.312824249267578,gpt2,1
.,1061,2.5275557041168213,gpt2,1
 Even,1062,5.819572448730469,gpt2,1
 worse,1067,4.029935836791992,gpt2,1
",",1073,0.5436339974403381,gpt2,1
 however,1074,5.4339680671691895,gpt2,1
",",1082,0.03724489361047745,gpt2,1
 the,1083,1.550125002861023,gpt2,1
 bo,1087,0.34489667415618896,gpt2,1
ar,1090,0.011774093843996525,gpt2,1
 most,1092,9.256829261779785,gpt2,1
 liked,1097,6.754826068878174,gpt2,1
 to,1103,0.6943528652191162,gpt2,1
 go,1106,5.000503063201904,gpt2,1
 to,1109,1.8798432350158691,gpt2,1
 the,1112,1.97023606300354,gpt2,1
 well,1116,6.3517303466796875,gpt2,1
 that,1121,5.672385215759277,gpt2,1
 was,1126,1.8793106079101562,gpt2,1
 in,1130,3.8960518836975098,gpt2,1
 the,1133,0.6714363098144531,gpt2,1
 wood,1137,4.277624130249023,gpt2,1
 and,1142,2.1139988899230957,gpt2,1
 drink,1146,4.17540168762207,gpt2,1
 its,1152,2.566776752471924,gpt2,1
 fresh,1156,7.375614166259766,gpt2,1
 water,1162,1.0662379264831543,gpt2,1
",",1168,1.9375406503677368,gpt2,1
 so,1169,3.561572790145874,gpt2,1
 that,1172,1.2781668901443481,gpt2,1
 the,1177,1.8904906511306763,gpt2,1
 people,1181,3.4133944511413574,gpt2,1
 of,1188,1.694759488105774,gpt2,1
 Bradford,1191,0.5357118844985962,gpt2,1
 had,1200,3.8448095321655273,gpt2,1
 second,1204,10.302266120910645,gpt2,1
 thoughts,1211,0.8239306807518005,gpt2,1
 about,1220,1.4540613889694214,gpt2,1
 visiting,1226,5.785521984100342,gpt2,1
 the,1235,1.1522186994552612,gpt2,1
 well,1239,1.5312515497207642,gpt2,1
.,1244,0.5994835495948792,gpt2,1
 That,1245,5.210383892059326,gpt2,1
 the,1250,4.18109130859375,gpt2,1
 people,1254,3.977053165435791,gpt2,1
 of,1261,0.5756527781486511,gpt2,1
 Bradford,1264,0.21359455585479736,gpt2,1
 bore,1273,8.471539497375488,gpt2,1
 the,1278,1.1524996757507324,gpt2,1
 brunt,1282,1.313097357749939,gpt2,1
 of,1288,0.025352152064442635,gpt2,1
 the,1291,0.7434375286102295,gpt2,1
 beast,1295,5.699929237365723,gpt2,1
's,1301,0.6370315551757812,gpt2,1
 fer,1303,7.098001480102539,gpt2,1
ocity,1307,0.000927256653085351,gpt2,1
 was,1312,1.1555029153823853,gpt2,1
 unfair,1316,9.267019271850586,gpt2,1
 in,1323,4.563321113586426,gpt2,1
 the,1326,1.8723504543304443,gpt2,1
 eyes,1330,1.0464787483215332,gpt2,1
 of,1335,0.0028276958037167788,gpt2,1
 the,1338,1.0144773721694946,gpt2,1
 people,1342,2.544865846633911,gpt2,1
 of,1349,0.3677827715873718,gpt2,1
 the,1352,1.7705613374710083,gpt2,1
 region,1356,3.5085678100585938,gpt2,1
.,1363,0.9291372299194336,gpt2,1
 Eventually,1364,7.856503963470459,gpt2,1
",",1375,0.5733740925788879,gpt2,1
 the,1376,1.4895352125167847,gpt2,1
 issue,1380,9.05390739440918,gpt2,1
 reached,1386,5.469452857971191,gpt2,1
 the,1394,0.8440948724746704,gpt2,1
 ears,1398,2.6127560138702393,gpt2,1
 of,1403,0.014223976992070675,gpt2,1
 the,1406,0.7489453554153442,gpt2,1
 kindly,1410,9.325482368469238,gpt2,1
 Lord,1417,4.4455718994140625,gpt2,1
 of,1422,2.739246368408203,gpt2,1
 the,1425,1.1801542043685913,gpt2,1
 Manor,1429,4.380305290222168,gpt2,1
 who,1435,3.769472122192383,gpt2,1
 the,1439,6.967687606811523,gpt2,1
 people,1443,3.0623793601989746,gpt2,1
 had,1450,3.6428780555725098,gpt2,1
 often,1454,5.589770317077637,gpt2,1
 asked,1460,3.521852731704712,gpt2,1
 for,1466,1.8675670623779297,gpt2,1
 help,1470,2.487985372543335,gpt2,1
.,1475,2.0162177085876465,gpt2,1
 The,1476,1.9765923023223877,gpt2,1
 Lord,1480,0.8957485556602478,gpt2,1
 saw,1485,6.44334077835083,gpt2,1
 the,1489,1.7682507038116455,gpt2,1
 severity,1493,7.474222183227539,gpt2,1
 of,1502,0.18111437559127808,gpt2,1
 the,1505,0.282757967710495,gpt2,1
 problem,1509,2.36506986618042,gpt2,1
 the,1517,6.255157947540283,gpt2,1
 people,1521,0.9396269917488098,gpt2,1
 faced,1528,2.9406588077545166,gpt2,1
 and,1534,0.737311065196991,gpt2,1
 suggested,1538,4.678733825683594,gpt2,1
 a,1548,3.2232890129089355,gpt2,1
 contest,1550,8.192615509033203,gpt2,1
 could,1558,6.643950462341309,gpt2,1
 solve,1564,8.031172752380371,gpt2,1
 the,1570,1.5450149774551392,gpt2,1
 problem,1574,0.30322134494781494,gpt2,1
.,1582,0.6505169868469238,gpt2,1
 He,1583,3.5251963138580322,gpt2,1
 said,1586,4.131563663482666,gpt2,1
 that,1591,1.2886464595794678,gpt2,1
 whoever,1596,5.265779972076416,gpt2,1
 could,1604,2.150700807571411,gpt2,1
 kill,1610,6.510892868041992,gpt2,1
 the,1615,0.9231396913528442,gpt2,1
 bo,1619,7.924404144287109,gpt2,1
ar,1622,0.3068035840988159,gpt2,1
 and,1624,2.95511794090271,gpt2,1
 bring,1628,3.367615222930908,gpt2,1
 as,1634,7.644515037536621,gpt2,1
 proof,1637,11.463544845581055,gpt2,1
 its,1643,4.581329345703125,gpt2,1
 head,1647,4.923990249633789,gpt2,1
 to,1652,1.9010448455810547,gpt2,1
 the,1655,0.6753321886062622,gpt2,1
 Manor,1659,3.035104751586914,gpt2,1
 House,1665,6.089583873748779,gpt2,1
 would,1671,1.0906816720962524,gpt2,1
 be,1677,0.9721062779426575,gpt2,1
 rewarded,1680,1.9295457601547241,gpt2,1
 with,1689,0.6365485191345215,gpt2,1
 land,1694,7.644395351409912,gpt2,1
 and,1699,1.682873249053955,gpt2,1
 fame,1703,5.18668270111084,gpt2,1
.,1708,0.4631764590740204,gpt2,1
 It,1709,4.158977031707764,gpt2,1
 was,1712,0.7058132886886597,gpt2,1
 the,1716,2.889411211013794,gpt2,1
 people,1720,4.800845146179199,gpt2,1
 of,1727,1.3884226083755493,gpt2,1
 Bradford,1730,11.113531112670898,gpt2,1
 and,1739,4.343594551086426,gpt2,1
 the,1743,1.336021065711975,gpt2,1
 people,1747,2.8962156772613525,gpt2,1
 who,1754,2.3863766193389893,gpt2,1
 knew,1758,3.850257396697998,gpt2,1
 them,1763,4.698581695556641,gpt2,1
 who,1768,2.2801177501678467,gpt2,1
 rejo,1772,8.524356842041016,gpt2,1
iced,1777,0.001611840445548296,gpt2,1
 at,1781,1.7177473306655884,gpt2,1
 this,1784,2.0720736980438232,gpt2,1
 proclamation,1789,8.035930633544922,gpt2,1
 but,1802,5.21038293838501,gpt2,1
 one,1806,6.174777030944824,gpt2,1
 question,1810,5.934839725494385,gpt2,1
 remained,1819,1.5424281358718872,gpt2,1
:,1828,1.4859477281570435,gpt2,1
 who,1829,2.20479679107666,gpt2,1
 would,1833,1.0275671482086182,gpt2,1
 kill,1839,3.385641098022461,gpt2,1
 the,1844,0.4428642690181732,gpt2,1
 bo,1848,0.4079858362674713,gpt2,1
ar,1851,0.0023474537301808596,gpt2,1
?,1853,0.8940001130104065,gpt2,1
 By,1854,6.249607086181641,gpt2,1
 the,1857,1.3964707851409912,gpt2,1
 handsome,1861,10.418704986572266,gpt2,1
 reward,1870,7.123568534851074,gpt2,1
 many,1877,5.297412395477295,gpt2,1
 felt,1882,5.339465618133545,gpt2,1
 tempted,1887,7.640859603881836,gpt2,1
",",1895,2.8501389026641846,gpt2,1
 but,1896,1.1655726432800293,gpt2,1
 the,1900,2.242521286010742,gpt2,1
 thought,1904,5.993780136108398,gpt2,1
 of,1912,0.8463695049285889,gpt2,1
 the,1915,2.158306360244751,gpt2,1
 bo,1919,2.011730432510376,gpt2,1
ar,1922,0.008183637633919716,gpt2,1
 with,1924,5.866848468780518,gpt2,1
 its,1929,1.7534284591674805,gpt2,1
 deadly,1933,6.3725080490112305,gpt2,1
 t,1940,6.430093765258789,gpt2,1
us,1942,1.4619216918945312,gpt2,1
ks,1944,0.05090503767132759,gpt2,1
 and,1946,1.2485004663467407,gpt2,1
 face,1950,6.306354522705078,gpt2,1
 like,1955,4.11473274230957,gpt2,1
 thunder,1960,8.917756080627441,gpt2,1
 soon,1968,6.929516315460205,gpt2,1
 put,1973,4.966052055358887,gpt2,1
 an,1977,1.8283381462097168,gpt2,1
 end,1980,0.004789190832525492,gpt2,1
 to,1984,0.013377316296100616,gpt2,1
 their,1987,1.8614635467529297,gpt2,1
 ambitions,1993,6.6533026695251465,gpt2,1
.,2003,0.1875786930322647,gpt2,1
 However,2004,5.687153339385986,gpt2,1
",",2012,0.28613370656967163,gpt2,1
 there,2013,3.6055822372436523,gpt2,1
 was,2019,0.6543282270431519,gpt2,1
 one,2023,1.625695824623108,gpt2,1
 hunts,2027,13.29852294921875,gpt2,1
man,2033,0.027277424931526184,gpt2,1
",",2036,2.8203020095825195,gpt2,1
 who,2037,1.9566993713378906,gpt2,1
 was,2041,2.2668521404266357,gpt2,1
 still,2045,4.740740776062012,gpt2,1
 wet,2051,9.73764705657959,gpt2,1
 behind,2055,7.080559730529785,gpt2,1
 the,2062,1.0742205381393433,gpt2,1
 ears,2066,1.0385881662368774,gpt2,1
",",2071,1.3366920948028564,gpt2,1
 who,2072,1.5634583234786987,gpt2,1
 decided,2076,4.594180107116699,gpt2,1
 the,2084,3.991158962249756,gpt2,1
 prize,2088,5.667148113250732,gpt2,1
 was,2094,0.8303865790367126,gpt2,1
 worth,2098,2.7145345211029053,gpt2,1
 a,2104,2.8938145637512207,gpt2,1
 shot,2106,4.520155906677246,gpt2,1
",",2111,2.5018134117126465,gpt2,1
 in,2112,5.125509262084961,gpt2,1
 spite,2115,2.6137819290161133,gpt2,1
 of,2121,0.004921939689666033,gpt2,1
 the,2124,0.8139014840126038,gpt2,1
 bo,2128,3.0859906673431396,gpt2,1
ar,2131,0.008862328715622425,gpt2,1
's,2133,0.30319246649742126,gpt2,1
 reputation,2135,4.6085100173950195,gpt2,1
.,2146,0.9557578563690186,gpt2,1
 The,2147,2.4691667556762695,gpt2,1
 hunts,2151,3.1744582653045654,gpt2,1
man,2157,0.03472648933529854,gpt2,1
 discovered,2160,6.777173042297363,gpt2,1
 the,2171,1.2933571338653564,gpt2,1
 bo,2175,0.8099415898323059,gpt2,1
ar,2178,0.00130282377358526,gpt2,1
 preferred,2180,11.643299102783203,gpt2,1
 to,2190,1.2971268892288208,gpt2,1
 come,2193,6.229648590087891,gpt2,1
 out,2198,2.270388126373291,gpt2,1
 in,2202,3.134840726852417,gpt2,1
 the,2205,1.2418285608291626,gpt2,1
 middle,2209,3.219475269317627,gpt2,1
 of,2216,0.03382648900151253,gpt2,1
 the,2219,0.33805713057518005,gpt2,1
 day,2223,3.3718671798706055,gpt2,1
.,2227,3.1099400520324707,gpt2,1
 So,2228,3.9120547771453857,gpt2,1
 he,2231,1.1599154472351074,gpt2,1
 went,2234,3.0039188861846924,gpt2,1
 to,2239,1.4051398038864136,gpt2,1
 the,2242,0.78408282995224,gpt2,1
 wood,2246,6.6270551681518555,gpt2,1
 by,2251,5.68045711517334,gpt2,1
 the,2254,0.8745154142379761,gpt2,1
 well,2258,6.964977264404297,gpt2,1
 with,2263,4.286336898803711,gpt2,1
 his,2268,1.4264187812805176,gpt2,1
 good,2272,7.425287246704102,gpt2,1
 bow,2277,5.910259246826172,gpt2,1
",",2281,1.2625768184661865,gpt2,1
 to,2282,3.879978656768799,gpt2,1
 b,2285,8.998435974121094,gpt2,1
ide,2287,1.4329203367233276,gpt2,1
 his,2290,0.09626786410808563,gpt2,1
 time,2294,0.003479856299236417,gpt2,1
.,2299,1.5687588453292847,gpt2,1
 Around,2300,8.067771911621094,gpt2,1
 no,2307,9.589363098144531,gpt2,1
ont,2310,3.0571982860565186,gpt2,1
ime,2313,0.06990821659564972,gpt2,1
",",2316,0.9539421796798706,gpt2,1
 the,2317,1.3041541576385498,gpt2,1
 bo,2321,1.2014760971069336,gpt2,1
ar,2324,0.006979608442634344,gpt2,1
",",2326,3.7241098880767822,gpt2,1
 feared,2327,11.11849594116211,gpt2,1
 by,2334,2.0027074813842773,gpt2,1
 the,2337,0.927394449710846,gpt2,1
 locals,2341,6.766898155212402,gpt2,1
",",2348,0.41117194294929504,gpt2,1
 came,2349,2.212341785430908,gpt2,1
 out,2354,1.0531092882156372,gpt2,1
",",2358,2.250875234603882,gpt2,1
 as,2359,4.752269268035889,gpt2,1
 slow,2362,9.856568336486816,gpt2,1
 as,2367,0.5338905453681946,gpt2,1
 a,2370,0.903560996055603,gpt2,1
 snail,2372,3.390106439590454,gpt2,1
",",2378,0.5789861679077148,gpt2,1
 from,2379,4.767069339752197,gpt2,1
 among,2384,6.801251411437988,gpt2,1
 the,2390,0.20200534164905548,gpt2,1
 trees,2394,1.514862298965454,gpt2,1
",",2400,1.4598171710968018,gpt2,1
 just,2401,6.289127826690674,gpt2,1
 as,2406,1.436360239982605,gpt2,1
 the,2409,1.3872849941253662,gpt2,1
 hunts,2413,4.06381893157959,gpt2,1
man,2419,0.06436321139335632,gpt2,1
 had,2422,1.3129596710205078,gpt2,1
 predicted,2426,3.129240036010742,gpt2,1
.,2436,0.3821515738964081,gpt2,1
 The,2437,1.8380060195922852,gpt2,1
 hunts,2441,3.1916918754577637,gpt2,1
man,2447,0.007914965972304344,gpt2,1
 le,2450,7.442193031311035,gpt2,1
aped,2453,0.06443776190280914,gpt2,1
 from,2457,2.239797353744507,gpt2,1
 his,2462,1.4119412899017334,gpt2,1
 hiding,2466,4.964696884155273,gpt2,1
 place,2473,0.8866058588027954,gpt2,1
 and,2479,1.7210702896118164,gpt2,1
 through,2483,7.02895450592041,gpt2,1
 the,2491,0.25406354665756226,gpt2,1
 heart,2495,8.166729927062988,gpt2,1
 with,2501,6.691101551055908,gpt2,1
 his,2506,0.9177716374397278,gpt2,1
 fine,2510,6.672546863555908,gpt2,1
 arrows,2515,4.737201690673828,gpt2,1
 shot,2522,4.979835510253906,gpt2,1
 the,2527,2.083852767944336,gpt2,1
 bo,2531,0.8292805552482605,gpt2,1
ar,2534,0.0015926783671602607,gpt2,1
.,2536,2.230498790740967,gpt2,1
 Now,2537,4.971963882446289,gpt2,1
 the,2541,1.4955925941467285,gpt2,1
 problem,2545,9.213708877563477,gpt2,1
 was,2553,0.5789189338684082,gpt2,1
 no,2557,5.151607513427734,gpt2,1
 longer,2560,0.7011933922767639,gpt2,1
 to,2567,3.695199966430664,gpt2,1
 kill,2570,2.573275327682495,gpt2,1
 the,2575,0.7153086066246033,gpt2,1
 bo,2579,0.7223876118659973,gpt2,1
ar,2582,0.0029697385616600513,gpt2,1
.,2584,2.10310959815979,gpt2,1
 It,2585,1.337611198425293,gpt2,1
 was,2588,0.398362398147583,gpt2,1
 to,2592,0.34740275144577026,gpt2,1
 find,2595,3.163100004196167,gpt2,1
 a,2600,1.3308387994766235,gpt2,1
 way,2602,0.996778130531311,gpt2,1
 to,2606,0.5214807391166687,gpt2,1
 carry,2609,5.14814567565918,gpt2,1
 the,2615,1.7379039525985718,gpt2,1
 bo,2619,1.8181045055389404,gpt2,1
ar,2622,0.0016680150292813778,gpt2,1
 back,2624,2.424379825592041,gpt2,1
.,2629,2.1631906032562256,gpt2,1
 The,2630,1.8171411752700806,gpt2,1
 head,2634,6.925284385681152,gpt2,1
 was,2639,2.6908483505249023,gpt2,1
 too,2643,3.9015228748321533,gpt2,1
 heavy,2647,2.97308349609375,gpt2,1
 for,2653,1.149590015411377,gpt2,1
 the,2657,0.9942689538002014,gpt2,1
 little,2661,6.25824499130249,gpt2,1
 hunts,2668,5.5688982009887695,gpt2,1
man,2674,0.00590105727314949,gpt2,1
 to,2677,0.8925880789756775,gpt2,1
 carry,2680,0.6182832717895508,gpt2,1
 back,2686,4.669689655303955,gpt2,1
 to,2691,3.105384588241577,gpt2,1
 the,2694,0.7927994132041931,gpt2,1
 Manor,2698,10.844197273254395,gpt2,1
 House,2704,6.403352737426758,gpt2,1
",",2710,1.5782051086425781,gpt2,1
 but,2711,1.5645674467086792,gpt2,1
 the,2715,1.5719478130340576,gpt2,1
 hunts,2719,3.2629568576812744,gpt2,1
man,2725,0.008278223685920238,gpt2,1
",",2728,4.893235683441162,gpt2,1
 who,2729,2.286177635192871,gpt2,1
 was,2733,1.5288846492767334,gpt2,1
 as,2737,5.631247520446777,gpt2,1
 quick,2740,5.853788375854492,gpt2,1
-,2746,5.2127814292907715,gpt2,1
w,2747,0.39375612139701843,gpt2,1
itted,2748,0.003116871230304241,gpt2,1
 and,2753,1.8914132118225098,gpt2,1
 cunning,2757,3.3745806217193604,gpt2,1
 as,2765,0.0670916810631752,gpt2,1
 ever,2768,2.760012149810791,gpt2,1
",",2773,0.13861706852912903,gpt2,1
 asked,2774,6.15500020980835,gpt2,1
 himself,2780,6.406177520751953,gpt2,1
",",2788,1.9455561637878418,gpt2,1
 ',2789,2.622101306915283,gpt2,1
What,2791,1.5730596780776978,gpt2,1
 else,2795,5.261599540710449,gpt2,1
 can,2800,1.0999364852905273,gpt2,1
 I,2804,0.34407368302345276,gpt2,1
 do,2806,0.18279583752155304,gpt2,1
 to,2809,1.6403290033340454,gpt2,1
 prove,2812,6.112739562988281,gpt2,1
 I,2818,2.862276554107666,gpt2,1
 killed,2820,4.457831382751465,gpt2,1
 the,2827,1.065375804901123,gpt2,1
 bo,2831,0.7866849899291992,gpt2,1
ar,2834,0.0017958242679014802,gpt2,1
?',2836,0.34736695885658264,gpt2,1
 The,2838,2.2164602279663086,gpt2,1
 next,2842,5.948738098144531,gpt2,1
 instance,2847,9.100470542907715,gpt2,1
 he,2856,4.387483596801758,gpt2,1
 opened,2859,8.823507308959961,gpt2,1
 the,2866,3.5667903423309326,gpt2,1
 bo,2870,7.151937961578369,gpt2,1
ar,2873,0.006391440983861685,gpt2,1
's,2875,0.46535322070121765,gpt2,1
 mouth,2877,1.3139833211898804,gpt2,1
 and,2883,1.7429649829864502,gpt2,1
 cut,2887,5.695444107055664,gpt2,1
 out,2891,3.7046566009521484,gpt2,1
 its,2895,1.6777236461639404,gpt2,1
 tongue,2899,3.86785888671875,gpt2,1
",",2906,1.2827991247177124,gpt2,1
