token,offset,surprisal,openai_engine,model,id,created,string_id
 j,94,3.8425817,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
enn,96,0.18051223,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
ies,99,0.1012866,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 that,102,7.526992,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 hum,107,5.3579364,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
med,111,0.01833907,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 and,114,1.4989071,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 cl,118,2.279543,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
attered,121,1.0808111,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 spun,128,7.267339,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 wool,133,2.3516529,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 into,138,1.9353293,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 money,143,7.2809825,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 for,149,1.7379462,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 the,153,0.65747416,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 long,157,7.6566005,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
-,162,1.6514039,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
be,163,4.262686,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
arded,165,0.25904962,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 mill,170,5.0601807,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
 owners,175,2.4416094,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
.,182,1.1044744,curie,curie:2020-05-03,cmpl-4A73BCfZCaEDvCioRrFBR6BKdjU6D,1638315729,1_2
That,0,,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 all,4,5.986623,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 mill,8,13.406263,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 owners,13,3.4957266,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 were,20,2.326581,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 generally,25,8.291373,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 busy,35,7.684468,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 as,40,5.3549967,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 be,43,2.8506358,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
avers,46,0.0697809,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 and,51,2.2265112,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 quite,55,6.322712,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 pleased,61,6.1151714,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 with,69,0.72784126,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 themselves,74,2.032056,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 for,85,3.4674342,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 being,89,2.0919766,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 so,95,0.46581292,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 successful,98,6.39368,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 and,109,3.0238104,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 well,113,3.9465816,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 off,118,1.6523526,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 was,122,3.0878348,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 known,126,7.1059737,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 to,132,0.95515645,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 the,135,2.2667768,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 residents,139,7.333967,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 of,149,0.23333748,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 Bradford,152,5.440303,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
",",161,1.3893005,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 and,162,1.8123176,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 if,166,5.135817,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 you,169,3.1674676,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 were,173,1.929143,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 to,178,2.668829,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 go,181,2.5174222,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 into,184,1.5222663,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 the,189,1.4734275,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 city,193,2.3543124,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 to,198,3.4251492,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 visit,201,3.4836645,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 the,207,1.7766856,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 state,211,8.500009,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
ly,217,0.26036814,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 City,219,6.6829214,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 Hall,224,0.3644666,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
",",229,1.0646211,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 you,230,1.1331187,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 would,234,0.4017708,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 see,240,1.1347078,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 there,244,4.467774,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 the,250,2.001292,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 Crest,254,10.7026615,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 of,260,0.46359628,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 the,263,0.62980473,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 City,267,3.7938247,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 of,272,1.1843883,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 Bradford,275,0.027532002,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
",",284,0.9688632,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 which,285,1.899805,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 those,291,9.738454,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 same,297,5.001632,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 mill,302,0.6977816,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 owners,307,0.09672115,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 created,314,6.6039243,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 to,322,2.9294662,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 celebrate,325,3.4567082,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 their,335,0.46158525,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
 achievements,341,3.0143945,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
.,354,0.64479864,curie,curie:2020-05-03,cmpl-4A73B8hfjaPFO4Mzo1x5Qy2hoUZWb,1638315729,1_3
It,0,,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 shows,2,8.025287,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 a,8,2.7291105,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 sinister,10,9.133036,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 looking,19,5.9083548,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 bo,27,8.653581,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
ar,30,0.4581676,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
's,32,3.4216616,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 head,34,0.17260788,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 sitting,39,6.053703,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 on,47,0.55427915,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 top,50,1.7035434,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 of,54,0.071122356,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 a,57,0.45825064,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 well,59,7.761721,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 which,64,4.3108273,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 seems,70,4.9109063,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 puzzling,76,12.272799,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 at,85,2.0269084,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 first,88,0.057425443,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
",",94,1.5685254,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 but,95,0.40033218,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 the,99,2.5661223,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 reason,103,3.958519,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 for,110,1.1597434,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 this,114,0.8732466,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 symbol,119,4.3416586,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 is,126,0.6626187,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 a,129,3.5379221,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 matter,131,5.253604,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 of,138,0.11421562,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
 legend,141,4.1200385,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
.,148,0.46957624,curie,curie:2020-05-03,cmpl-4A73BXu8tOrNaIc51oCvw7ljOO0Qz,1638315729,1_4
There,0,,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 was,5,2.2774441,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 once,9,5.325003,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
",",14,4.171127,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 legend,15,9.508188,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 has,22,0.8696515,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 it,26,0.0042893672,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
",",29,0.04105713,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 a,30,0.2499096,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 fearsome,32,6.846727,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 bo,41,6.3200016,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
ar,44,0.22391309,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
",",46,2.6092591,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 which,47,2.820292,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 lived,53,2.6831484,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 in,59,0.54824877,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 a,62,0.7995183,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 wood,64,4.357231,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 located,69,9.775001,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 just,77,4.184885,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 outside,82,1.3562974,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 the,90,0.6777324,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 man,94,8.125067,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
or,98,0.017419955,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 of,100,1.47278,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
 Bradford,103,11.788746,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
.,112,0.78742784,curie,curie:2020-05-03,cmpl-4A73CbZs5ChIekdSYpVMFTzGU9Mp1,1638315730,1_5
A,0,,curie,curie:2020-05-03,cmpl-4A73CSUHqDU7eFMJZxOOjCVWECPDy,1638315730,1_6
 source,1,9.253246,curie,curie:2020-05-03,cmpl-4A73CSUHqDU7eFMJZxOOjCVWECPDy,1638315730,1_6
 of,8,2.3572307,curie,curie:2020-05-03,cmpl-4A73CSUHqDU7eFMJZxOOjCVWECPDy,1638315730,1_6
 great,11,4.411561,curie,curie:2020-05-03,cmpl-4A73CSUHqDU7eFMJZxOOjCVWECPDy,1638315730,1_6
 trouble,17,6.2089634,curie,curie:2020-05-03,cmpl-4A73CSUHqDU7eFMJZxOOjCVWECPDy,1638315730,1_6
 to,25,1.8409425,curie,curie:2020-05-03,cmpl-4A73CSUHqDU7eFMJZxOOjCVWECPDy,1638315730,1_6
 the,28,1.0462121,curie,curie:2020-05-03,cmpl-4A73CSUHqDU7eFMJZxOOjCVWECPDy,1638315730,1_6
 local,32,6.516262,curie,curie:2020-05-03,cmpl-4A73CSUHqDU7eFMJZxOOjCVWECPDy,1638315730,1_6
